group,year,p1,p2,n,z,a1,a2,a3,a4,m1,obj_cost,yield,test_cost,mod_cost,downsteam_NMC,resid_risk1,resid_risk2,season
NE-690-2019-L,2019,0,0,421.270479310781,1,0,0,0,0,0,8425.40958621562,421.270479310781,0,0,0,0,0,L
NE-691-2019-H,2019,0,0.000758457818673565,1318.46488411031,1,0,0,0,1,0,36320.7994681311,1317.51488279285,7910.78930466186,0,1899.581,0,3.79228909336783e-05,H
NE-691-2019-L,2019,0,0,1318.46488411031,1,0,0,0,0,0,26369.2976822062,1318.46488411031,0,0,0,0,0,L
NE-692-2019-H,2019,0,0,142.52470248765,1,0,0,0,0,0,2850.494049753,142.52470248765,0,0,0,0,0,H
NE-692-2019-L,2019,0,0,142.52470248765,1,0,0,0,0,0,2850.494049753,142.52470248765,0,0,0,0,0,L
NE-693-2019-H,2019,0,0,1163.38243025145,1,0,0,0,0,0,23267.648605029,1163.38243025145,0,0,0,0,0,H
NE-693-2019-L,2019,0,0,1163.38243025145,1,0,0,0,0,0,23267.648605029,1163.38243025145,0,0,0,0,0,L
LA-700-2019-H,2019,0,0,9058.78409947528,1,0,0,0,0,0,181175.681989506,9058.78409947528,0,0,0,0,0,H
LA-700-2019-L,2019,0,0,9058.78409947528,1,0,0,0,0,0,181175.681989506,9058.78409947528,0,0,0,0,0,L
LA-701-2019-H,2019,0,0,6108.31944661316,1,0,0,0,0,0,122166.388932263,6108.31944661316,0,0,0,0,0,H
LA-701-2019-L,2019,0,0,6108.31944661316,1,0,0,0,0,0,122166.388932263,6108.31944661316,0,0,0,0,0,L
LA-703-2019-H,2019,0,0,4444.3255059303,1,0,0,0,0,0,88886.510118606,4444.3255059303,0,0,0,0,0,H
LA-703-2019-L,2019,0,0,4444.3255059303,1,0,0,0,0,0,88886.510118606,4444.3255059303,0,0,0,0,0,L
LA-704-2019-H,2019,0,0.000147238636483442,6791.69560302506,1,0,0,0,0,0,173825.532060501,6791.69560302506,0,0,37991.6199999999,0,0.000147238636483442,H
LA-704-2019-L,2019,0,0,6791.69560302506,1,0,0,0,0,0,135833.912060501,6791.69560302506,0,0,0,0,0,L
LA-705-2019-H,2019,0,0,9973.69079450225,1,0,0,0,0,0,199473.815890045,9973.69079450225,0,0,0,0,0,H
LA-705-2019-L,2019,0,0,9973.69079450225,1,0,0,0,0,0,199473.815890045,9973.69079450225,0,0,0,0,0,L
LA-706-2019-H,2019,0,0,4197.26586963831,1,0,0,0,0,0,83945.3173927662,4197.26586963831,0,0,0,0,0,H
LA-706-2019-L,2019,0,0,4197.26586963831,1,0,0,0,0,0,83945.3173927662,4197.26586963831,0,0,0,0,0,L
LA-707-2019-H,2019,0,0,6349.24413073649,1,0,0,0,0,0,126984.88261473,6349.24413073649,0,0,0,0,0,H
LA-707-2019-L,2019,0,0,6349.24413073649,1,0,0,0,0,0,126984.88261473,6349.24413073649,0,0,0,0,0,L
LA-708-2019-H,2019,0,0,6053.61612310929,1,0,0,0,0,0,121072.322462186,6053.61612310929,0,0,0,0,0,H
LA-708-2019-L,2019,0,0,6053.61612310929,1,0,0,0,0,0,121072.322462186,6053.61612310929,0,0,0,0,0,L
LA-710-2019-H,2019,0,0,2910.50758157615,1,0,0,0,0,0,58210.151631523,2910.50758157615,0,0,0,0,0,H
LA-710-2019-L,2019,0,0,2910.50758157615,1,0,0,0,0,0,58210.151631523,2910.50758157615,0,0,0,0,0,L
LA-711-2019-H,2019,0,0.000208153504265242,4804.14684119726,1,0,0,0,1,0,126949.523955482,4803.19683639411,28824.8810471836,0,1899.58100000001,0,1.04076752132621e-05,H
LA-711-2019-L,2019,0,0,4804.14684119726,1,0,0,0,0,0,96082.9368239452,4804.14684119726,0,0,0,0,0,L
LA-712-2019-H,2019,0,0,5369.77664999716,1,0,0,0,0,0,107395.532999943,5369.77664999716,0,0,0,0,0,H
LA-712-2019-L,2019,0,0,5369.77664999716,1,0,0,0,0,0,107395.532999943,5369.77664999716,0,0,0,0,0,L
LA-713-2019-H,2019,0,0,3244.83052189212,1,0,0,0,0,0,64896.6104378424,3244.83052189212,0,0,0,0,0,H
LA-713-2019-L,2019,0,0,3244.83052189212,1,0,0,0,0,0,64896.6104378424,3244.83052189212,0,0,0,0,0,L
LA-714-2019-H,2019,0,0.000321308469228387,3112.27401631047,1,0,0,0,1,0,82960.6260549742,3111.3240131992,18673.6440978628,0,1899.581,0,1.60654234614194e-05,H
LA-714-2019-L,2019,0,0,3112.27401631047,1,0,0,0,0,0,62245.4803262094,3112.27401631047,0,0,0,0,0,L
AR-716-2019-H,2019,0,0.000733763438784414,2725.67409915285,1,0,0,0,1,0,74949.0406808639,2723.77409642918,16354.0445949171,0,3799.16200000001,0,3.66881719392207e-05,H
AR-716-2019-L,2019,0,0,2725.67409915285,1,0,0,0,0,0,54513.481983057,2725.67409915285,0,0,0,0,0,L
AR-717-2019-H,2019,0,0,1756.20979000331,1,0,0,0,0,0,35124.1958000662,1756.20979000331,0,0,0,0,0,H
AR-717-2019-L,2019,0,0,1756.20979000331,1,0,0,0,0,0,35124.1958000662,1756.20979000331,0,0,0,0,0,L
AR-718-2019-H,2019,0,0,2062.02035278635,1,0,0,0,0,0,41240.407055727,2062.02035278635,0,0,0,0,0,H
AR-718-2019-L,2019,0,0,2062.02035278635,1,0,0,0,0,0,41240.407055727,2062.02035278635,0,0,0,0,0,L
AR-719-2019-H,2019,0,0,2746.4742481558,1,0,0,0,0,0,54929.484963116,2746.4742481558,0,0,0,0,0,H
AR-719-2019-L,2019,0,0,2746.4742481558,1,0,0,0,0,0,54929.484963116,2746.4742481558,0,0,0,0,0,L
AR-720-2019-H,2019,0,0.000162586509122317,6150.5718118819,1,0,0,0,0,0,161003.056237638,6150.5718118819,0,0,37991.6200000001,0,0.000162586509122317,H
AR-720-2019-L,2019,0,0,6150.5718118819,1,0,0,0,0,0,123011.436237638,6150.5718118819,0,0,0,0,0,L
AR-721-2019-H,2019,0,0,5046.82561056443,1,0,0,0,0,0,100936.512211289,5046.82561056443,0,0,0,0,0,H
AR-721-2019-L,2019,0,0,5046.82561056443,1,0,0,0,0,0,100936.512211289,5046.82561056443,0,0,0,0,0,L
AR-722-2019-H,2019,0,0,3457.88771649654,1,0,0,0,0,0,69157.7543299308,3457.88771649654,0,0,0,0,0,H
AR-722-2019-L,2019,0,0,3457.88771649654,1,0,0,0,0,0,69157.7543299308,3457.88771649654,0,0,0,0,0,L
AR-723-2019-H,2019,0,0,2823.16068897601,1,0,0,0,0,0,56463.2137795202,2823.16068897601,0,0,0,0,0,H
AR-723-2019-L,2019,0,0,2823.16068897601,1,0,0,0,0,0,56463.2137795202,2823.16068897601,0,0,0,0,0,L
AR-724-2019-H,2019,0,0,3570.11177623343,1,0,0,0,0,0,71402.2355246686,3570.11177623343,0,0,0,0,0,H
AR-724-2019-L,2019,0,0,3570.11177623343,1,0,0,0,0,0,71402.2355246686,3570.11177623343,0,0,0,0,0,L
AR-725-2019-H,2019,0,0,1717.70532812807,1,0,0,0,0,0,34354.1065625614,1717.70532812807,0,0,0,0,0,H
AR-725-2019-L,2019,0,0,1717.70532812807,1,0,0,0,0,0,34354.1065625614,1717.70532812807,0,0,0,0,0,L
AR-726-2019-H,2019,0,0,2220.61745789728,1,0,0,0,0,0,44412.3491579456,2220.61745789728,0,0,0,0,0,H
AR-726-2019-L,2019,0,0,2220.61745789728,1,0,0,0,0,0,44412.3491579456,2220.61745789728,0,0,0,0,0,L
AR-727-2019-H,2019,0,0,7059.68344062983,1,0,0,0,0,0,141193.668812597,7059.68344062983,0,0,0,0,0,H
AR-727-2019-L,2019,0,0,7059.68344062983,1,0,0,0,0,0,141193.668812597,7059.68344062983,0,0,0,0,0,L
AR-728-2019-H,2019,0,0,1986.67221612679,1,0,0,0,0,0,39733.4443225358,1986.67221612679,0,0,0,0,0,H
AR-728-2019-L,2019,0,0,1986.67221612679,1,0,0,0,0,0,39733.4443225358,1986.67221612679,0,0,0,0,0,L
AR-729-2019-H,2019,0,0,3695.07391171632,1,0,0,0,0,0,73901.4782343264,3695.07391171632,0,0,0,0,0,H
AR-729-2019-L,2019,0,0,3695.07391171632,1,0,0,0,0,0,73901.4782343264,3695.07391171632,0,0,0,0,0,L
OK-730-2019-H,2019,0,0,11045.7023446397,1,0,0,0,0,0,220914.046892794,11045.7023446397,0,0,0,0,0,H
OK-730-2019-L,2019,0,0,11045.7023446397,1,0,0,0,0,0,220914.046892794,11045.7023446397,0,0,0,0,0,L
OK-731-2019-H,2019,0,0,10525.3118128941,1,0,0,0,0,0,210506.236257882,10525.3118128941,0,0,0,0,0,H
OK-731-2019-L,2019,0,0,10525.3118128941,1,0,0,0,0,0,210506.236257882,10525.3118128941,0,0,0,0,0,L
OK-734-2019-H,2019,0,0,1516.96485834563,1,0,0,0,0,0,30339.2971669126,1516.96485834563,0,0,0,0,0,H
OK-734-2019-L,2019,0,0,1516.96485834563,1,0,0,0,0,0,30339.2971669126,1516.96485834563,0,0,0,0,0,L
OK-735-2019-H,2019,0,0,3516.50623297717,1,0,0,0,0,0,70330.1246595434,3516.50623297717,0,0,0,0,0,H
OK-735-2019-L,2019,0,0,3516.50623297717,1,0,0,0,0,0,70330.1246595434,3516.50623297717,0,0,0,0,0,L
OK-736-2019-H,2019,0,0,971.299248035493,1,0,0,0,0,0,19425.9849607099,971.299248035493,0,0,0,0,0,H
OK-736-2019-L,2019,0,0,971.299248035493,1,0,0,0,0,0,19425.9849607099,971.299248035493,0,0,0,0,0,L
OK-737-2019-H,2019,0,0,1778.24475047673,1,0,0,0,0,0,35564.8950095346,1778.24475047673,0,0,0,0,0,H
OK-737-2019-L,2019,0,0,1778.24475047673,1,0,0,0,0,0,35564.8950095346,1778.24475047673,0,0,0,0,0,L
OK-738-2019-H,2019,0,0,529.938529564844,1,0,0,0,0,0,10598.7705912969,529.938529564844,0,0,0,0,0,H
OK-738-2019-L,2019,0,0,529.938529564844,1,0,0,0,0,0,10598.7705912969,529.938529564844,0,0,0,0,0,L
OK-739-2019-H,2019,0,0,466.980905390102,1,0,0,0,0,0,9339.61810780204,466.980905390102,0,0,0,0,0,H
OK-739-2019-L,2019,0,0,466.980905390102,1,0,0,0,0,0,9339.61810780204,466.980905390102,0,0,0,0,0,L
OK-740-2019-H,2019,0,0,9696.21364081371,1,0,0,0,0,0,193924.272816274,9696.21364081371,0,0,0,0,0,H
OK-740-2019-L,2019,0,0,9696.21364081371,1,0,0,0,0,0,193924.272816274,9696.21364081371,0,0,0,0,0,L
OK-741-2019-H,2019,0,0,6796.56394164576,1,0,0,0,0,0,135931.278832915,6796.56394164576,0,0,0,0,0,H
OK-741-2019-L,2019,0,0,6796.56394164576,1,0,0,0,0,0,135931.278832915,6796.56394164576,0,0,0,0,0,L
OK-743-2019-H,2019,0,0,2138.96515001617,1,0,0,0,0,0,42779.3030003234,2138.96515001617,0,0,0,0,0,H
OK-743-2019-L,2019,0,0,2138.96515001617,1,0,0,0,0,0,42779.3030003234,2138.96515001617,0,0,0,0,0,L
OK-744-2019-H,2019,0,0,3699.54513093026,1,0,0,0,0,0,73990.9026186052,3699.54513093026,0,0,0,0,0,H
OK-744-2019-L,2019,0,0,3699.54513093026,1,0,0,0,0,0,73990.9026186052,3699.54513093026,0,0,0,0,0,L
OK-745-2019-H,2019,0,0,1430.42482991854,1,0,0,0,0,0,28608.4965983708,1430.42482991854,0,0,0,0,0,H
OK-745-2019-L,2019,0,0,1430.42482991854,1,0,0,0,0,0,28608.4965983708,1430.42482991854,0,0,0,0,0,L
OK-746-2019-H,2019,0,0,928.965956499566,1,0,0,0,0,0,18579.3191299913,928.965956499566,0,0,0,0,0,H
OK-746-2019-L,2019,0,0,928.965956499566,1,0,0,0,0,0,18579.3191299913,928.965956499566,0,0,0,0,0,L
OK-747-2019-H,2019,0,0,1448.91277750314,1,0,0,0,0,0,28978.2555500628,1448.91277750314,0,0,0,0,0,H
OK-747-2019-L,2019,0,0,1448.91277750314,1,0,0,0,0,0,28978.2555500628,1448.91277750314,0,0,0,0,0,L
OK-748-2019-H,2019,0,0,3266.86142252598,1,0,0,0,0,0,65337.2284505196,3266.86142252598,0,0,0,0,0,H
OK-748-2019-L,2019,0,0,3266.86142252598,1,0,0,0,0,0,65337.2284505196,3266.86142252598,0,0,0,0,0,L
OK-749-2019-H,2019,0,0,1895.5322899534,1,0,0,0,0,0,37910.645799068,1895.5322899534,0,0,0,0,0,H
OK-749-2019-L,2019,0,0,1895.5322899534,1,0,0,0,0,0,37910.645799068,1895.5322899534,0,0,0,0,0,L
TX-750-2019-H,2019,0,0,37354.9836560239,1,0,0,0,0,0,747099.673120478,37354.9836560239,0,0,0,0,0,H
TX-750-2019-L,2019,0,0,37354.9836560239,1,0,0,0,0,0,747099.673120478,37354.9836560239,0,0,0,0,0,L
TX-751-2019-H,2019,0,0,13376.4701885778,1,0,0,0,0,0,267529.403771556,13376.4701885778,0,0,0,0,0,H
TX-751-2019-L,2019,0,0,13376.4701885778,1,0,0,0,0,0,267529.403771556,13376.4701885778,0,0,0,0,0,L
TX-752-2019-H,2019,0,0,22696.0201124197,1,0,0,0,0,0,453920.402248394,22696.0201124197,0,0,0,0,0,H
TX-752-2019-L,2019,0,0,22696.0201124197,1,0,0,0,0,0,453920.402248394,22696.0201124197,0,0,0,0,0,L
TX-754-2019-H,2019,0,0,6046.90757264306,1,0,0,0,0,0,120938.151452861,6046.90757264306,0,0,0,0,0,H
TX-754-2019-L,2019,0,0,6046.90757264306,1,0,0,0,0,0,120938.151452861,6046.90757264306,0,0,0,0,0,L
TX-755-2019-H,2019,0,0,2267.39047507987,1,0,0,0,0,0,45347.8095015974,2267.39047507987,0,0,0,0,0,H
TX-755-2019-L,2019,0,0,2267.39047507987,1,0,0,0,0,0,45347.8095015974,2267.39047507987,0,0,0,0,0,L
TX-756-2019-H,2019,0,0,6013.27641345988,1,0,0,0,0,0,120265.528269198,6013.27641345988,0,0,0,0,0,H
TX-756-2019-L,2019,0,0,6013.27641345988,1,0,0,0,0,0,120265.528269198,6013.27641345988,0,0,0,0,0,L
TX-757-2019-H,2019,0,0,6246.71833783285,1,0,0,0,0,0,124934.366756657,6246.71833783285,0,0,0,0,0,H
TX-757-2019-L,2019,0,0,6246.71833783285,1,0,0,0,0,0,124934.366756657,6246.71833783285,0,0,0,0,0,L
TX-758-2019-H,2019,0,0,2286.00259095261,1,0,0,0,0,0,45720.0518190522,2286.00259095261,0,0,0,0,0,H
TX-758-2019-L,2019,0,0,2286.00259095261,1,0,0,0,0,0,45720.0518190522,2286.00259095261,0,0,0,0,0,L
TX-759-2019-H,2019,0,0,4646.75905656398,1,0,0,0,0,0,92935.1811312796,4646.75905656398,0,0,0,0,0,H
TX-759-2019-L,2019,0,0,4646.75905656398,1,0,0,0,0,0,92935.1811312796,4646.75905656398,0,0,0,0,0,L
TX-760-2019-H,2019,0,0,20626.1767668154,1,0,0,0,0,0,412523.535336308,20626.1767668154,0,0,0,0,0,H
TX-760-2019-L,2019,0,0,20626.1767668154,1,0,0,0,0,0,412523.535336308,20626.1767668154,0,0,0,0,0,L
TX-761-2019-H,2019,0,0,16317.5976998155,1,0,0,0,0,0,326351.95399631,16317.5976998155,0,0,0,0,0,H
TX-761-2019-L,2019,0,0,16317.5976998155,1,0,0,0,0,0,326351.95399631,16317.5976998155,0,0,0,0,0,L
TX-762-2019-H,2019,0,0,7925.85097301212,1,0,0,0,0,0,158517.019460242,7925.85097301212,0,0,0,0,0,H
TX-762-2019-L,2019,0,0,7925.85097301212,1,0,0,0,0,0,158517.019460242,7925.85097301212,0,0,0,0,0,L
TX-763-2019-H,2019,0,0,3137.57875358175,1,0,0,0,0,0,62751.575071635,3137.57875358175,0,0,0,0,0,H
TX-763-2019-L,2019,0,0,3137.57875358175,1,0,0,0,0,0,62751.575071635,3137.57875358175,0,0,0,0,0,L
TX-764-2019-H,2019,0,0,2576.78995341997,1,0,0,0,0,0,51535.7990683994,2576.78995341997,0,0,0,0,0,H
TX-764-2019-L,2019,0,0,2576.78995341997,1,0,0,0,0,0,51535.7990683994,2576.78995341997,0,0,0,0,0,L
TX-765-2019-H,2019,0,0,8538.66746387608,1,0,0,0,0,0,170773.349277522,8538.66746387608,0,0,0,0,0,H
TX-765-2019-L,2019,0,0,8538.66746387608,1,0,0,0,0,0,170773.349277522,8538.66746387608,0,0,0,0,0,L
TX-766-2019-H,2019,0,0,2885.3091289823,1,0,0,0,0,0,57706.182579646,2885.3091289823,0,0,0,0,0,H
TX-766-2019-L,2019,0,0,2885.3091289823,1,0,0,0,0,0,57706.182579646,2885.3091289823,0,0,0,0,0,L
TX-767-2019-H,2019,0,0,3094.92898226719,1,0,0,0,0,0,61898.5796453438,3094.92898226719,0,0,0,0,0,H
TX-767-2019-L,2019,0,0,3094.92898226719,1,0,0,0,0,0,61898.5796453438,3094.92898226719,0,0,0,0,0,L
TX-768-2019-H,2019,0,0,1589.21599430758,1,0,0,0,0,0,31784.3198861516,1589.21599430758,0,0,0,0,0,H
TX-768-2019-L,2019,0,0,1589.21599430758,1,0,0,0,0,0,31784.3198861516,1589.21599430758,0,0,0,0,0,L
TX-769-2019-H,2019,0,0,2334.49110518092,1,0,0,0,0,0,46689.8221036184,2334.49110518092,0,0,0,0,0,H
TX-769-2019-L,2019,0,0,2334.49110518092,1,0,0,0,0,0,46689.8221036184,2334.49110518092,0,0,0,0,0,L
TX-770-2019-H,2019,0,1.25958448353393e-05,52219.9200842623,1,0,0,0,0,0,1069387.54211305,52219.9200842623,0,0,24989.1404278075,0,1.25958448353393e-05,H
TX-770-2019-L,2019,0,0,52219.9200842623,1,0,0,0,0,0,1044398.40168525,52219.9200842623,0,0,0,0,0,L
TX-773-2019-H,2019,0,0,19301.8780125265,1,0,0,0,0,0,386037.56025053,19301.8780125265,0,0,0,0,0,H
TX-773-2019-L,2019,0,3.40772027607012e-05,19301.8780125265,1,0,0,0,0,0,411026.700678338,19301.8780125265,0,0,24989.1404278074,0,3.40772027607012e-05,L
TX-774-2019-H,2019,0,3.60367984744454e-05,18252.2876209888,1,0,0,0,0,0,390034.892847584,18252.2876209888,0,0,24989.1404278075,0,3.60367984744454e-05,H
TX-774-2019-L,2019,0,0,18252.2876209888,1,0,0,0,0,0,365045.752419776,18252.2876209888,0,0,0,0,0,L
TX-775-2019-H,2019,0,3.21651556039264e-05,20449.2718392103,1,0,0,0,0,0,433974.577212014,20449.2718392103,0,0,24989.1404278076,0,3.21651556039264e-05,H
TX-775-2019-L,2019,0,0,20449.2718392103,1,0,0,0,0,0,408985.436784206,20449.2718392103,0,0,0,0,0,L
TX-776-2019-H,2019,0,0,4879.62608932698,1,0,0,0,0,0,97592.5217865396,4879.62608932698,0,0,0,0,0,H
TX-776-2019-L,2019,0,0,4879.62608932698,1,0,0,0,0,0,97592.5217865396,4879.62608932698,0,0,0,0,0,L
TX-777-2019-H,2019,0,0,2563.51355030225,1,0,0,0,0,0,51270.271006045,2563.51355030225,0,0,0,0,0,H
TX-777-2019-L,2019,0,0,2563.51355030225,1,0,0,0,0,0,51270.271006045,2563.51355030225,0,0,0,0,0,L
TX-778-2019-H,2019,0,0,5369.95473654196,1,0,0,0,0,0,107399.094730839,5369.95473654196,0,0,0,0,0,H
TX-778-2019-L,2019,0,0,5369.95473654196,1,0,0,0,0,0,107399.094730839,5369.95473654196,0,0,0,0,0,L
TX-779-2019-H,2019,0,0,2950.28984627159,1,0,0,0,0,0,59005.7969254318,2950.28984627159,0,0,0,0,0,H
TX-779-2019-L,2019,0,0,2950.28984627159,1,0,0,0,0,0,59005.7969254318,2950.28984627159,0,0,0,0,0,L
TX-780-2019-H,2019,0,0,9655.01714362149,1,0,0,0,0,0,193100.34287243,9655.01714362149,0,0,0,0,0,H
TX-780-2019-L,2019,0,0,9655.01714362149,1,0,0,0,0,0,193100.34287243,9655.01714362149,0,0,0,0,0,L
TX-781-2019-H,2019,0,0,6880.5543031863,1,0,0,0,0,0,137611.086063726,6880.5543031863,0,0,0,0,0,H
TX-781-2019-L,2019,0,0,6880.5543031863,1,0,0,0,0,0,137611.086063726,6880.5543031863,0,0,0,0,0,L
TX-782-2019-H,2019,0,0,28669.0720785446,1,0,0,0,0,0,573381.441570892,28669.0720785446,0,0,0,0,0,H
TX-782-2019-L,2019,0,0,28669.0720785446,1,0,0,0,0,0,573381.441570892,28669.0720785446,0,0,0,0,0,L
TX-783-2019-H,2019,0,0,4166.95811195656,1,0,0,0,0,0,83339.1622391312,4166.95811195656,0,0,0,0,0,H
TX-783-2019-L,2019,0,0,4166.95811195656,1,0,0,0,0,0,83339.1622391312,4166.95811195656,0,0,0,0,0,L
TX-784-2019-H,2019,0,0,5505.18002242431,1,0,0,0,0,0,110103.600448486,5505.18002242431,0,0,0,0,0,H
TX-784-2019-L,2019,0,0,5505.18002242431,1,0,0,0,0,0,110103.600448486,5505.18002242431,0,0,0,0,0,L
TX-785-2019-H,2019,0,0,22718.297162306,1,0,0,0,0,0,454365.94324612,22718.297162306,0,0,0,0,0,H
TX-785-2019-L,2019,0,0,22718.297162306,1,0,0,0,0,0,454365.94324612,22718.297162306,0,0,0,0,0,L
TX-786-2019-H,2019,0,0,15341.9168108844,1,0,0,0,0,0,306838.336217688,15341.9168108844,0,0,0,0,0,H
TX-786-2019-L,2019,0,0,15341.9168108844,1,0,0,0,0,0,306838.336217688,15341.9168108844,0,0,0,0,0,L
TX-787-2019-H,2019,0,0,16893.8906080837,1,0,0,0,0,0,337877.812161674,16893.8906080837,0,0,0,0,0,H
TX-787-2019-L,2019,0,0,16893.8906080837,1,0,0,0,0,0,337877.812161674,16893.8906080837,0,0,0,0,0,L
TX-788-2019-H,2019,0,0,3168.60493515725,1,0,0,0,0,0,63372.098703145,3168.60493515725,0,0,0,0,0,H
TX-788-2019-L,2019,0,0,3168.60493515725,1,0,0,0,0,0,63372.098703145,3168.60493515725,0,0,0,0,0,L
TX-789-2019-H,2019,0,0,1238.33449323567,1,0,0,0,0,0,24766.6898647134,1238.33449323567,0,0,0,0,0,H
TX-789-2019-L,2019,0,0,1238.33449323567,1,0,0,0,0,0,24766.6898647134,1238.33449323567,0,0,0,0,0,L
TX-790-2019-H,2019,0,0,4042.49407839831,1,0,0,0,0,0,80849.8815679662,4042.49407839831,0,0,0,0,0,H
TX-790-2019-L,2019,0,0,4042.49407839831,1,0,0,0,0,0,80849.8815679662,4042.49407839831,0,0,0,0,0,L
TX-791-2019-H,2019,0,0,3962.79972896638,1,0,0,0,0,0,79255.9945793276,3962.79972896638,0,0,0,0,0,H
TX-791-2019-L,2019,0,0,3962.79972896638,1,0,0,0,0,0,79255.9945793276,3962.79972896638,0,0,0,0,0,L
TX-792-2019-H,2019,0,0,597.258486669178,1,0,0,0,0,0,11945.1697333836,597.258486669178,0,0,0,0,0,H
TX-792-2019-L,2019,0,0,597.258486669178,1,0,0,0,0,0,11945.1697333836,597.258486669178,0,0,0,0,0,L
TX-793-2019-H,2019,0,0,2595.11462348773,1,0,0,0,0,0,51902.2924697546,2595.11462348773,0,0,0,0,0,H
TX-793-2019-L,2019,0,0,2595.11462348773,1,0,0,0,0,0,51902.2924697546,2595.11462348773,0,0,0,0,0,L
TX-794-2019-H,2019,0,0,4568.26838644042,1,0,0,0,0,0,91365.3677288084,4568.26838644042,0,0,0,0,0,H
TX-794-2019-L,2019,0,0,4568.26838644042,1,0,0,0,0,0,91365.3677288084,4568.26838644042,0,0,0,0,0,L
TX-795-2019-H,2019,0,0,1749.46703058639,1,0,0,0,0,0,34989.3406117278,1749.46703058639,0,0,0,0,0,H
TX-795-2019-L,2019,0,0,1749.46703058639,1,0,0,0,0,0,34989.3406117278,1749.46703058639,0,0,0,0,0,L
TX-796-2019-H,2019,0,0,2282.69696419529,1,0,0,0,0,0,45653.9392839058,2282.69696419529,0,0,0,0,0,H
TX-796-2019-L,2019,0,0,2282.69696419529,1,0,0,0,0,0,45653.9392839058,2282.69696419529,0,0,0,0,0,L
TX-797-2019-H,2019,0,0,6936.89368096324,1,0,0,0,0,0,138737.873619265,6936.89368096324,0,0,0,0,0,H
TX-797-2019-L,2019,0,0,6936.89368096324,1,0,0,0,0,0,138737.873619265,6936.89368096324,0,0,0,0,0,L
TX-798-2019-H,2019,0,0,1347.29441868757,1,0,0,0,0,0,26945.8883737514,1347.29441868757,0,0,0,0,0,H
TX-798-2019-L,2019,0,0,1347.29441868757,1,0,0,0,0,0,26945.8883737514,1347.29441868757,0,0,0,0,0,L
TX-799-2019-H,2019,0,0.000297012100932967,13467.4647512182,1,0,0,0,1,0,358320.265589131,13463.6647377547,80804.7885073092,0,7598.324,0,1.48506050466484e-05,H
TX-799-2019-L,2019,0,0,13467.4647512182,1,0,0,0,0,0,269349.295024364,13467.4647512182,0,0,0,0,0,L
CO-800-2019-H,2019,0,0.000360471595474365,13870.7184221276,1,0,0,0,1,0,370845.83350696,13865.9684082619,83224.3105327656,0,9497.90500000001,0,1.80235797737183e-05,H
CO-800-2019-L,2019,0,0,13870.7184221276,1,0,0,0,0,0,277414.368442552,13870.7184221276,0,0,0,0,0,L
CO-801-2019-H,2019,0,8.73324171387942e-05,11450.5018040522,1,0,0,0,0,0,267001.656081044,11450.5018040522,0,0,37991.6200000001,0,8.73324171387942e-05,H
CO-801-2019-L,2019,0,0,11450.5018040522,1,0,0,0,0,0,229010.036081044,11450.5018040522,0,0,0,0,0,L
CO-802-2019-H,2019,0,0.000113189708547955,17669.4509214384,1,0,0,0,0,0,429372.258428768,17669.4509214384,0,0,75983.2400000003,0,0.000113189708547955,H
CO-802-2019-L,2019,0,0,17669.4509214384,1,0,0,0,0,0,353389.018428768,17669.4509214384,0,0,0,0,0,L
CO-803-2019-H,2019,0,0,2157.40090264989,1,0,0,0,0,0,43148.0180529978,2157.40090264989,0,0,0,0,0,H
CO-803-2019-L,2019,0,0,2157.40090264989,1,0,0,0,0,0,43148.0180529978,2157.40090264989,0,0,0,0,0,L
CO-804-2019-H,2019,0,0,3775.77269577074,1,0,0,0,0,0,75515.4539154148,3775.77269577074,0,0,0,0,0,H
CO-804-2019-L,2019,0,0,3775.77269577074,1,0,0,0,0,0,75515.4539154148,3775.77269577074,0,0,0,0,0,L
CO-805-2019-H,2019,0,0.000114472369756736,8735.73249269747,1,0,0,0,0,0,212706.269853949,8735.73249269747,0,0,37991.6199999999,0,0.000114472369756736,H
CO-805-2019-L,2019,0,0,8735.73249269747,1,0,0,0,0,0,174714.649853949,8735.73249269747,0,0,0,0,0,L
CO-806-2019-H,2019,0,0.000220432676500609,4536.53249543172,1,0,0,0,1,0,119991.528766418,4535.58249089619,27219.1949725903,0,1899.581,0,1.10216338250305e-05,H
CO-806-2019-L,2019,0,0,4536.53249543172,1,0,0,0,0,0,90730.6499086344,4536.53249543172,0,0,0,0,0,L
CO-807-2019-H,2019,0,0,1234.69153303012,1,0,0,0,0,0,24693.8306606024,1234.69153303012,0,0,0,0,0,H
CO-807-2019-L,2019,0,0,1234.69153303012,1,0,0,0,0,0,24693.8306606024,1234.69153303012,0,0,0,0,0,L
CO-808-2019-H,2019,0,0,2061.26230025863,1,0,0,0,0,0,41225.2460051726,2061.26230025863,0,0,0,0,0,H
CO-808-2019-L,2019,0,0,2061.26230025863,1,0,0,0,0,0,41225.2460051726,2061.26230025863,0,0,0,0,0,L
CO-809-2019-H,2019,0,0,9378.60699182005,1,0,0,0,0,0,187572.139836401,9378.60699182005,0,0,0,0,0,H
CO-809-2019-L,2019,0,0,9378.60699182005,1,0,0,0,0,0,187572.139836401,9378.60699182005,0,0,0,0,0,L
CO-810-2019-H,2019,0,0,4109.69779496533,1,0,0,0,0,0,82193.9558993066,4109.69779496533,0,0,0,0,0,H
